property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,floor_num,total_floors,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,malibu towne,sector 47,2.4,10000.0,3.0,3.0,0.0,0.0,Moderately Old,0.0,3.0,3123.0,0,0,0,0,0,1,22.0
flat,aipl zen residences,sector 70a,1.25,9905.0,2.0,2.0,3.0,0.0,Moderately Old,19.0,19.0,1642.0,0,0,0,0,0,0,0.0
flat,m3m heights,sector 65,2.15,15003.0,2.0,2.0,3.0,0.0,Moderately Old,28.0,28.0,1433.0,0,0,0,0,0,0,31.0
flat,hcbs sports ville,sohna road,0.29,3973.0,2.0,2.0,1.0,0.0,Moderately Old,4.0,4.0,743.03,0,0,0,0,0,0,0.0
flat,hcbs sports ville,sohna road,0.38,5067.0,2.0,2.0,2.0,0.0,Moderately Old,9.0,9.0,750.03,0,0,0,0,0,0,0.0
flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2.0,1.0,0.0,Moderately Old,-1.0,4.0,950.02,0,0,0,0,0,0,0.0
flat,assotech blith,sector 99,1.6,6667.0,3.0,4.0,0.0,0.0,New Property,15.0,15.0,2400.03,0,0,0,0,0,0,8.0
flat,pareena mi casa,sector 68,1.7,8504.0,4.0,4.0,3.0,0.0,New Property,2.0,34.0,1998.96,0,0,0,0,0,0,24.0
flat,suncity heights,sector 54,3.25,14118.0,3.0,3.0,3.0,0.0,Old Property,0.0,14.0,2995.0,0,0,0,1,0,1,75.0
flat,lotus homz,sector 111,0.6,8451.0,2.0,2.0,3.0,0.0,New Property,9.0,10.0,924.0,0,0,0,0,0,0,43.0
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2.0,2.0,0.0,0.0,Moderately Old,1.0,15.0,999.97,0,0,0,0,0,0,0.0
flat,maruti vihar colony,sector 28,0.95,8887.0,2.0,1.0,1.0,0.0,Old Property,1.0,1.0,1391.0,0,0,0,0,0,0,46.0
flat,m3m heights,sector 65,2.65,18493.0,2.0,2.0,3.0,0.0,New Property,4.0,34.0,1433.0,1,0,0,0,0,0,29.0
flat,supertech basera,sector 79,0.36,7643.0,2.0,2.0,1.0,0.0,New Property,4.0,18.0,546.05,0,0,0,0,0,0,37.0
flat,signature global the millennia,sector 37d,0.55,9167.0,2.0,2.0,3.0,0.0,New Property,3.0,15.0,599.98,0,0,0,0,0,0,14.0
flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3.0,3.0,0.0,Under Construction,1.0,4.0,1015.0,0,0,0,0,0,0,31.0
flat,raheja vanya,sector 99a,0.59,3976.0,2.0,2.0,3.0,0.0,Under Construction,1.0,19.0,1252.16,0,0,0,0,1,0,67.0
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1.0,0.0,Moderately Old,-0.5,4.0,1106.0,0,0,0,0,0,0,15.0
flat,ramprastha the atrium,sector 37d,0.9,6224.0,3.0,3.0,2.0,0.0,Moderately Old,13.0,13.0,1284.99,0,0,0,0,0,2,28.0
flat,m3m golfestate,sector 79,1.4,10000.0,2.0,2.0,2.0,0.0,Moderately Old,4.0,40.0,1822.0,1,1,1,0,0,2,53.0
flat,eldeco accolade,sohna road,0.95,6543.0,2.0,2.0,3.0,0.0,New Property,6.0,18.0,1452.05,1,0,0,0,0,1,19.0
flat,m3m heights,sector 65,3.0,17996.0,3.0,3.0,3.0,0.0,Under Construction,20.0,47.0,1828.03,0,0,0,0,0,0,51.0
flat,m3m heights,sector 65,3.67,17990.0,3.0,3.0,2.0,0.0,Under Construction,27.0,48.0,2039.97,0,1,0,0,0,0,29.0
flat,vatika sovereign next,sector 82a,3.85,7500.0,5.0,6.0,3.0,0.0,New Property,6.0,7.0,6688.0,0,1,0,1,0,0,77.0
flat,m3m heights,sector 65,3.29,17998.0,3.0,3.0,3.0,0.0,New Property,33.0,48.0,1828.03,0,0,0,0,0,0,35.0
flat,m3m heights,sector 65,2.33,18477.0,2.0,2.0,3.0,0.0,Under Construction,35.0,35.0,1260.99,0,0,0,0,0,1,35.0
flat,m3m heights,sector 65,2.79,14170.0,3.0,3.0,3.0,0.0,New Property,26.0,47.0,1828.03,0,0,0,0,0,0,15.0
flat,south city 1 floors,sector 41,3.4,11724.0,4.0,4.0,3.0,0.0,Old Property,0.0,1.0,2900.01,0,0,0,0,0,0,0.0
flat,allure homes,sector 12,0.72,7273.0,2.0,2.0,1.0,0.0,Moderately Old,2.0,4.0,1288.0,0,0,0,0,1,1,7.0
flat,zara aavaas,sector 104,0.4,7030.0,2.0,2.0,1.0,0.0,Moderately Old,4.0,14.0,568.44,0,0,0,0,0,0,35.0
flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2.0,2.0,2.0,0.0,Moderately Old,10.0,17.0,1364.0,0,0,0,0,0,1,46.0
flat,chd avenue,sector 71,1.1,6790.0,3.0,3.0,3.0,0.0,Moderately Old,11.0,14.0,1619.97,0,0,0,0,1,0,53.0
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2.0,2.0,3.0,0.0,New Property,10.0,22.0,1309.97,0,0,0,0,1,0,38.0
flat,supertech araville,sector 79,0.78,6023.0,2.0,2.0,3.0,0.0,New Property,0.0,24.0,1295.0,0,0,0,0,1,0,60.0
flat,imperia aashiyara,sector 37c,0.4,5882.0,2.0,2.0,3.0,0.0,Under Construction,3.0,12.0,885.0,0,0,0,0,0,0,53.0
flat,la vida by tata housing,sector 113,1.85,11716.0,3.0,2.0,2.0,0.0,New Property,7.0,25.0,1578.96,0,0,0,0,0,0,13.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12182.0,2.0,2.0,1.0,0.0,Under Construction,8.0,14.0,902.98,0,0,0,0,0,0,67.0
flat,smart world orchard,sector 61,1.41,12250.0,2.0,2.0,2.0,0.0,Under Construction,2.0,4.0,1150.02,1,0,0,0,0,0,67.0
flat,supertech araville,sector 79,1.45,7455.0,3.0,3.0,3.0,0.0,Moderately Old,3.0,18.0,2531.0,0,0,0,0,0,0,0.0
flat,smart world orchard,sector 61,2.2,13497.0,3.0,3.0,2.0,0.0,Under Construction,1.0,4.0,2082.0,0,0,0,0,0,0,35.0
flat,unitech the residences,sector 33,1.1,9910.0,2.0,2.0,3.0,0.0,Moderately Old,9.0,14.0,1109.97,0,0,0,0,0,1,35.0
flat,emaar imperial gardens,sector 102,2.05,9875.0,3.0,4.0,3.0,0.0,Moderately Old,14.0,15.0,2635.0,0,1,0,0,0,0,68.0
flat,sare homes,sector 92,0.6,5000.0,3.0,2.0,3.0,0.0,Moderately Old,4.0,4.0,1561.0,0,0,0,0,0,1,35.0
flat,greenopolis,sector 89,0.8,4819.0,2.0,3.0,3.0,0.0,Under Construction,8.0,25.0,1660.01,1,0,0,0,1,0,53.0
flat,pivotal devaan,sector 84,0.41,7033.0,2.0,2.0,2.0,0.0,New Property,10.0,14.0,582.97,0,0,0,0,0,1,14.0
flat,today callidora,sector 73,0.9,5549.0,3.0,3.0,3.0,0.0,Under Construction,3.0,14.0,1622.01,0,1,0,0,0,0,47.0
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5889.0,2.0,2.0,1.0,0.0,Moderately Old,3.0,4.0,1171.0,0,0,0,0,0,0,37.0
flat,signature global park 4,sector 36 sohna,0.82,7586.0,3.0,2.0,2.0,0.0,New Property,2.0,4.0,1081.02,0,0,0,0,0,0,8.0
flat,chd avenue,sector 71,1.0,6734.0,3.0,3.0,3.0,0.0,Moderately Old,3.0,14.0,1484.99,0,0,0,0,0,1,7.0
flat,park royal apartment,sector 56,1.85,9024.0,3.0,4.0,3.0,0.0,Old Property,7.0,7.0,2667.0,0,1,0,0,0,0,35.0
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3.0,3.0,2.0,0.0,Moderately Old,2.0,4.0,2310.0,0,0,0,0,0,1,75.0
flat,signature global the millennia,sector 37d,0.55,9167.0,2.0,2.0,3.0,0.0,New Property,3.0,15.0,850.03,0,0,0,0,0,0,59.0
flat,m3m heights,sector 65,2.29,15980.0,2.0,2.0,3.0,0.0,Under Construction,8.0,34.0,1865.0,1,0,0,0,0,0,15.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2.0,2.0,2.0,0.0,New Property,12.0,14.0,915.04,0,0,0,0,0,0,35.0
flat,tulip monsella,sector 53,8.25,28004.0,3.0,4.0,3.0,0.0,Under Construction,8.0,42.0,2939.94,0,1,0,0,0,2,23.0
flat,shyamkunj ashok vihar pahse 2,sector 5,0.3,4444.0,2.0,2.0,1.0,0.0,Moderately Old,1.0,4.0,878.0,0,0,0,0,0,0,13.0
flat,godrej nature plus,sector-33 sohna,1.65,14335.0,2.0,2.0,3.0,0.0,Under Construction,1.0,22.0,1498.0,0,0,0,0,0,0,38.0
flat,m3m heights,sector 65,1.99,15794.0,2.0,2.0,2.0,0.0,Under Construction,26.0,34.0,1260.02,0,0,0,0,0,0,31.0
flat,m3m the marina,sector 68,1.0,12500.0,2.0,2.0,3.0,0.0,Moderately Old,21.0,29.0,1041.0,0,0,0,0,0,0,24.0
flat,emaar digihomes,sector 62,4.25,26562.0,3.0,3.0,3.0,0.0,Under Construction,8.0,32.0,2082.0,1,0,0,0,0,0,16.0
flat,umang monsoon breeze,sector 78,1.25,5000.0,4.0,4.0,3.0,0.0,Moderately Old,2.0,14.0,2349.97,0,1,0,1,1,0,38.0
flat,mapsko paradise,sector 83,0.95,6300.0,3.0,3.0,3.0,0.0,Moderately Old,1.0,12.0,1744.0,0,0,0,0,0,0,0.0
flat,cancon enclave,sector 4,1.05,7778.0,3.0,2.0,2.0,0.0,New Property,2.0,4.0,1757.0,0,0,0,0,0,1,0.0
flat,tata primanti,sector 72,4.1,14099.0,4.0,5.0,3.0,0.0,New Property,39.0,40.0,2904.96,0,1,0,0,1,0,67.0
flat,mrg world ultimus,sector 90,0.5,6983.0,2.0,2.0,2.0,0.0,Under Construction,1.0,14.0,932.0,0,0,0,0,0,0,21.0
flat,sonata group housing gh 24,sector 1 imt manesar,1.65,5893.0,4.0,3.0,3.0,0.0,New Property,8.0,10.0,3643.0,0,1,0,0,0,0,20.0
flat,bptp pedestal,sector 70a,1.6,10159.0,3.0,3.0,3.0,0.0,New Property,2.0,3.0,2049.0,0,1,0,0,1,0,52.0
flat,smart world orchard,sector 61,2.1,13752.0,3.0,2.0,3.0,0.0,Under Construction,3.0,4.0,1549.03,0,0,0,0,0,0,84.0
flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3648.0,4.0,4.0,3.0,0.0,Moderately Old,7.0,9.0,2466.98,0,0,0,0,0,0,0.0
flat,godrej aria,sector 79,1.1,7774.0,2.0,2.0,3.0,0.0,New Property,4.0,15.0,1350.98,0,0,0,0,0,1,35.0
flat,assotech blith,sector 99,0.92,6740.0,2.0,2.0,3.0,0.0,Under Construction,22.0,24.0,1364.97,0,0,0,0,0,0,56.0
flat,sare crescent parc,sector 92,0.7,5556.0,3.0,3.0,2.0,0.0,Under Construction,14.0,20.0,1260.02,0,0,0,0,0,0,31.0
flat,unitech vistas,sector 70,0.99,6326.0,3.0,4.0,2.0,0.0,Under Construction,11.0,15.0,1564.96,0,0,0,0,0,0,0.0
flat,supertech araville,sector 79,0.71,6063.0,2.0,2.0,3.0,0.0,New Property,17.0,17.0,1295.0,0,0,0,0,1,0,53.0
flat,ansal housing highland park,sector 103,0.88,6428.0,2.0,2.0,3.0,0.0,New Property,3.0,12.0,1360.99,0,0,0,0,0,0,45.0
flat,tulip white,sector 69,0.91,6863.0,3.0,2.0,2.0,0.0,Moderately Old,12.0,13.0,1725.0,0,0,0,0,0,0,38.0
flat,mapsko casa bella,sector 82,1.25,6378.0,3.0,4.0,3.0,0.0,Under Construction,8.0,19.0,1960.0,0,0,0,0,0,0,15.0
flat,unitech uniworld gardens,sector 47,1.05,10532.0,2.0,2.0,2.0,0.0,Moderately Old,3.0,14.0,1297.0,0,0,0,0,0,1,20.0
flat,ild grand,sector 37c,0.66,5038.0,2.0,2.0,3.0,0.0,Moderately Old,14.0,14.0,1309.97,0,0,0,0,0,0,15.0
flat,m3m capital,sector 113,1.83,13969.0,2.0,2.0,0.0,0.0,Moderately Old,7.0,7.0,1309.97,0,0,0,0,0,0,27.0
flat,unitech vistas,sector 70,0.53,4801.0,2.0,2.0,2.0,0.0,Under Construction,9.0,15.0,1095.01,0,0,0,0,1,0,24.0
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,2.0,2.0,3.0,0.0,Moderately Old,2.0,17.0,1380.04,0,0,0,0,0,0,45.0
flat,smart world gems,sector 89,1.71,12000.0,3.0,2.0,0.0,0.0,New Property,3.0,3.0,1422.99,0,0,0,0,0,0,21.0
flat,sapphire eighty three,sector 83,0.65,9286.0,1.0,1.0,0.0,0.0,Moderately Old,6.0,6.0,699.98,0,0,0,0,0,0,0.0
flat,pareena coban residences,sector 99a,1.3,6510.0,3.0,3.0,0.0,0.0,Moderately Old,16.0,16.0,1997.03,0,0,0,0,0,0,0.0
flat,sare crescent parc,sector 92,0.82,5384.0,3.0,3.0,3.0,0.0,Moderately Old,12.0,12.0,1522.98,0,0,0,0,0,0,0.0
flat,dlf the grove,sector 54,5.7,41245.0,3.0,3.0,3.0,0.0,Moderately Old,1.0,1.0,1381.98,0,0,0,0,0,0,20.0
flat,baani city center,sector 63,0.88,10945.0,1.0,1.0,2.0,0.0,New Property,4.0,4.0,803.96,0,0,0,0,0,0,0.0
flat,indiabulls enigma,sector 110,4.0,9850.0,4.0,4.0,3.0,0.0,New Property,17.0,17.0,3350.05,0,0,0,0,0,0,21.0
flat,ss the leaf,sector 85,1.93,8075.0,3.0,4.0,3.0,0.0,Moderately Old,7.0,26.0,2407.99,0,1,0,0,0,0,84.0
flat,smart world one dxp,sector 113,3.45,13269.0,4.0,4.0,3.0,0.0,Under Construction,11.0,30.0,2600.02,1,1,0,0,0,1,66.0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3.0,3.0,0.0,Moderately Old,4.0,8.0,2200.03,1,0,0,0,0,0,35.0
flat,m3m golfestate,sector 65,6.15,15999.0,3.0,5.0,3.0,0.0,Moderately Old,1.0,14.0,5002.0,0,1,0,0,0,2,35.0
flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3.0,0.0,Old Property,6.0,14.0,1780.03,0,0,0,0,0,2,68.0
flat,ss almeria,sector 84,1.48,7400.0,3.0,3.0,2.0,0.0,New Property,1.0,3.0,2000.04,0,1,1,0,0,1,77.0
flat,jmd gardens,sector 33,3.25,7509.0,4.0,4.0,3.0,0.0,Old Property,17.0,17.0,5632.0,0,1,0,0,0,1,84.0
flat,ireo victory valley,sector 67,3.49,12998.0,3.0,3.0,3.0,0.0,Moderately Old,19.0,40.0,3191.0,0,1,0,0,0,0,40.0
flat,emaar digihomes,sector 62,2.15,14257.0,2.0,2.0,3.0,0.0,Under Construction,31.0,32.0,1962.0,0,0,0,0,0,0,68.0
flat,godrej nature plus,sector-33 sohna,1.4,9333.0,2.0,2.0,3.0,0.0,Under Construction,14.0,22.0,1499.95,0,0,0,0,0,0,58.0
flat,dlf carlton estate,sector 43,2.0,14215.0,3.0,3.0,2.0,0.0,Moderately Old,5.0,19.0,1406.95,0,0,0,0,0,0,53.0
flat,smart world orchard,sector 61,2.3,14110.0,3.0,3.0,2.0,0.0,Under Construction,2.0,4.0,1629.98,1,0,0,0,0,0,63.0
flat,signature global park,sohna road,0.54,7248.0,2.0,1.0,3.0,0.0,New Property,1.0,4.0,969.0,0,0,0,0,0,0,51.0
flat,railway officers rpf society,sector 9a,1.25,6921.0,4.0,3.0,3.0,0.0,Old Property,1.0,10.0,2350.0,0,1,0,0,0,1,0.0
flat,godrej air,sector 85,1.05,10606.0,2.0,2.0,1.0,0.0,Under Construction,15.0,32.0,97.0,0,0,0,0,0,0,38.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4.0,3.0,0.0,Moderately Old,1.0,7.0,1887.0,0,1,0,0,0,1,60.0
flat,maruti vihar,sector 28,1.0,9091.0,1.0,1.0,1.0,0.0,Old Property,1.0,2.0,1099.96,1,0,0,1,0,1,54.0
flat,vasant appartments,sector 14,1.7,7391.0,5.0,5.0,2.0,0.0,Old Property,2.0,3.0,2993.0,1,0,1,1,0,2,45.0
flat,ansal heights 86,sector 86,1.3,4666.0,4.0,6.0,2.0,0.0,New Property,11.0,14.0,2786.02,0,1,0,0,1,0,61.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,26.0,1852.04,0,0,0,0,0,0,58.0
flat,puri the aravallis,sector 61,3.9,33220.0,3.0,4.0,3.0,0.0,Under Construction,33.0,42.0,1626.0,0,1,0,0,0,0,75.0
flat,the close north,sector 50,3.0,11516.0,3.0,3.0,3.0,0.0,Old Property,14.0,18.0,2604.97,0,1,0,0,0,1,75.0
flat,smart world orchard,sector 61,2.2,14203.0,3.0,3.0,2.0,0.0,New Property,4.0,4.0,2016.0,0,0,0,0,0,0,84.0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3.0,3.0,3.0,0.0,Moderately Old,5.0,14.0,1650.0,0,1,0,0,0,0,75.0
flat,godrej nature plus,sector 110,1.67,10503.0,3.0,2.0,2.0,0.0,Under Construction,18.0,18.0,2174.0,0,0,0,0,0,0,58.0
flat,landmark the residency,sector 103,0.9,6667.0,2.0,2.0,2.0,0.0,Moderately Old,1.0,14.0,1350.01,0,0,0,0,0,0,35.0
flat,m3m capital,sector 113,2.37,11499.0,4.0,4.0,3.0,0.0,Under Construction,20.0,23.0,2060.0,1,0,0,0,0,0,76.0
flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,14.0,2602.0,0,1,0,0,0,1,53.0
flat,dlf belvedere towers,sector 25,3.7,17619.0,4.0,4.0,3.0,0.0,Old Property,18.0,19.0,2733.0,0,1,0,0,0,1,21.0
flat,m3m crown,sector 111,4.67,17000.0,4.0,4.0,3.0,0.0,Under Construction,8.0,32.0,3578.0,0,0,0,0,0,0,32.0
flat,godrej,sector 79,1.29,8206.0,2.0,2.0,3.0,0.0,New Property,4.0,15.0,1571.96,0,0,0,0,0,0,0.0
flat,central park resorts,sector 48,3.65,15240.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,17.0,1870.01,0,0,0,0,1,1,75.0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3.0,3.0,0.0,Moderately Old,4.0,8.0,2200.03,1,0,0,0,0,0,35.0
flat,m3m golfestate,sector 65,6.15,15999.0,3.0,5.0,3.0,0.0,Moderately Old,1.0,14.0,5002.0,0,1,0,0,0,2,35.0
flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3.0,0.0,Old Property,6.0,14.0,1780.03,0,0,0,0,0,2,68.0
flat,ss almeria,sector 84,1.48,7400.0,3.0,3.0,2.0,0.0,New Property,1.0,3.0,2000.04,0,1,1,0,0,1,77.0
flat,ireo victory valley,sector 67,3.49,12998.0,3.0,3.0,3.0,0.0,Moderately Old,19.0,40.0,3191.0,0,1,0,0,0,0,40.0
flat,emaar digihomes,sector 62,2.15,14257.0,2.0,2.0,3.0,0.0,Under Construction,31.0,32.0,1962.0,0,0,0,0,0,0,68.0
flat,dlf carlton estate,sector 43,2.0,14215.0,3.0,3.0,2.0,0.0,Moderately Old,5.0,19.0,1406.95,0,0,0,0,0,0,53.0
flat,signature global park,sohna road,0.54,7248.0,2.0,1.0,3.0,0.0,New Property,1.0,4.0,969.0,0,0,0,0,0,0,51.0
flat,railway officers rpf society,sector 9a,1.25,6921.0,4.0,3.0,3.0,0.0,Old Property,1.0,10.0,2350.0,0,1,0,0,0,1,0.0
flat,godrej air,sector 85,1.05,10606.0,2.0,2.0,1.0,0.0,Under Construction,15.0,32.0,97.0,0,0,0,0,0,0,38.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4.0,3.0,0.0,Moderately Old,1.0,7.0,1887.0,0,1,0,0,0,1,60.0
flat,maruti vihar,sector 28,1.0,9091.0,1.0,1.0,1.0,0.0,Old Property,1.0,2.0,1099.96,1,0,0,1,0,1,54.0
flat,vasant appartments,sector 14,1.7,7391.0,5.0,5.0,2.0,0.0,Old Property,2.0,3.0,2993.0,1,0,1,1,0,2,45.0
flat,ansal heights 86,sector 86,1.3,4666.0,4.0,6.0,2.0,0.0,New Property,11.0,14.0,2786.02,0,1,0,0,1,0,61.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,26.0,1852.04,0,0,0,0,0,0,58.0
flat,the close north,sector 50,3.0,11516.0,3.0,3.0,3.0,0.0,Old Property,14.0,18.0,2604.97,0,1,0,0,0,1,75.0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3.0,3.0,3.0,0.0,Moderately Old,5.0,14.0,1650.0,0,1,0,0,0,0,75.0
flat,landmark the residency,sector 103,0.9,6667.0,2.0,2.0,2.0,0.0,Moderately Old,1.0,14.0,1350.01,0,0,0,0,0,0,35.0
flat,emaar imperial gardens,sector 102,1.98,9900.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,14.0,2602.0,0,1,0,0,0,1,53.0
flat,dlf belvedere towers,sector 25,3.7,17619.0,4.0,4.0,3.0,0.0,Old Property,18.0,19.0,2733.0,0,1,0,0,0,1,21.0
flat,godrej,sector 79,1.29,8206.0,2.0,2.0,3.0,0.0,New Property,4.0,15.0,1571.96,0,0,0,0,0,0,0.0
flat,tulip monsella,sector 53,5.6,19364.0,3.0,3.0,3.0,0.0,Under Construction,1.0,44.0,2892.04,0,0,0,0,0,0,28.0
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833.0,4.0,4.0,3.0,0.0,Moderately Old,20.0,20.0,2142.98,0,1,0,0,0,0,44.0
flat,aipl club residences,sector 70a,1.27,9777.0,2.0,2.0,3.0,0.0,Moderately Old,24.0,31.0,1697.0,0,0,0,0,1,1,75.0
flat,experion the heartsong,sector 108,1.36,6542.0,3.0,2.0,3.0,0.0,Moderately Old,2.0,15.0,1757.96,1,1,0,0,0,1,53.0
flat,signature global city,sector 37d,1.0,8163.0,3.0,3.0,3.0,0.0,Under Construction,4.0,4.0,1250.01,0,0,0,0,0,0,35.0
flat,bestech park view city,sector 48,4.25,9335.0,4.0,5.0,3.0,0.0,Moderately Old,14.0,14.0,4553.02,1,0,0,0,0,1,42.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3.0,0.0,Moderately Old,9.0,16.0,1900.04,0,0,0,0,0,0,24.0
flat,chd avenue,sector 71,1.25,6596.0,3.0,4.0,2.0,0.0,Moderately Old,14.0,15.0,1743.0,1,1,0,1,1,2,75.0
flat,mvn athens,sohna road,0.27,5895.0,2.0,2.0,1.0,0.0,Moderately Old,4.0,14.0,596.0,0,0,0,0,1,1,21.0
flat,mahindra luminare,sector 59,5.5,18182.0,3.0,3.0,1.0,0.0,Under Construction,26.0,30.0,3024.98,0,1,0,0,0,0,24.0
flat,raheja navodaya,sector 92,0.85,4271.0,3.0,3.0,3.0,0.0,Moderately Old,2.0,16.0,1990.03,0,0,0,0,0,0,67.0
flat,godrej nature plus,sector-33 sohna,1.07,7726.0,2.0,2.0,2.0,0.0,Under Construction,14.0,24.0,1384.99,0,0,0,0,0,0,60.0
flat,m3m urbana,sector 67,0.95,10894.0,1.0,1.0,1.0,0.0,Moderately Old,17.0,17.0,826.02,0,0,0,0,0,0,35.0
flat,experion the heartsong,sector 108,0.87,11853.0,2.0,3.0,3.0,0.0,Moderately Old,2.0,14.0,1282.95,0,1,0,0,0,1,75.0
flat,sobha city,sector 108,4.1,23402.0,4.0,5.0,3.0,0.0,New Property,25.0,25.0,2343.95,1,1,0,0,0,2,75.0
flat,godrej nature plus,sector-33 sohna,1.27,9183.0,2.0,2.0,3.0,0.0,Under Construction,9.0,22.0,1382.95,0,0,0,0,0,0,38.0
flat,smart world orchard,sector 61,1.47,12783.0,2.0,2.0,2.0,0.0,Under Construction,4.0,4.0,1496.0,1,0,0,0,0,0,16.0
flat,emaar mgf the palm drive,sector 66,3.45,15682.0,3.0,4.0,3.0,0.0,Moderately Old,6.0,17.0,2200.03,0,1,0,0,0,1,67.0
flat,bestech park view residency,sector 2,1.18,7540.0,2.0,2.0,3.0,0.0,Old Property,5.0,14.0,1564.96,1,0,0,0,0,0,61.0
flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3.0,0.0,Old Property,4.0,14.0,1919.96,0,1,0,0,0,0,61.0
flat,m3m merlin,sector 67,3.39,14377.0,3.0,4.0,3.0,0.0,Moderately Old,14.0,21.0,2358.05,0,1,0,0,0,1,21.0
flat,dlf the skycourt,sector 86,1.54,9222.0,3.0,3.0,3.0,0.0,Moderately Old,15.0,19.0,1929.0,0,1,0,0,0,0,84.0
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3.0,3.0,3.0,0.0,Moderately Old,7.0,14.0,1650.0,0,1,0,0,0,0,75.0
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2.0,0.0,Old Property,2.0,4.0,1499.95,0,0,0,0,0,0,14.0
flat,dlf regency park,sector 28,2.25,14516.0,3.0,3.0,2.0,0.0,Old Property,16.0,20.0,1777.01,0,1,0,0,0,0,53.0
flat,ireo victory valley,sector 67,3.5,14583.0,3.0,4.0,3.0,0.0,Moderately Old,24.0,51.0,2697.97,0,1,0,1,0,1,75.0
flat,ambience creacions,sector 22,4.8,19200.0,4.0,6.0,3.0,0.0,New Property,10.0,20.0,3253.0,0,1,0,1,0,2,35.0
flat,signature global city 92,sector 92,0.78,8050.0,2.0,2.0,2.0,0.0,New Property,2.0,4.0,1196.95,0,0,0,0,0,1,40.0
flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4889.0,3.0,3.0,2.0,0.0,Old Property,2.0,12.0,1800.05,0,0,0,0,0,1,22.0
flat,adani m2k oyster grande,sector 102,2.6,10008.0,3.0,3.0,3.0,0.0,Moderately Old,2.0,24.0,2597.97,1,1,1,0,0,0,67.0
flat,dlf belvedere towers,sector 25,3.4,13765.0,4.0,4.0,3.0,0.0,Old Property,1.0,19.0,3214.0,0,1,0,0,0,0,21.0
flat,sobha city,sector 108,2.9,14478.0,3.0,4.0,2.0,0.0,New Property,8.0,18.0,2002.95,0,0,0,0,0,0,58.0
flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2.0,0.0,Moderately Old,12.0,22.0,1505.01,0,0,0,0,0,0,60.0
flat,dlf the skycourt,sector 86,1.5,9740.0,3.0,3.0,3.0,0.0,Moderately Old,18.0,19.0,1929.0,1,0,0,0,0,0,84.0
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3.0,3.0,3.0,0.0,Moderately Old,1.0,4.0,1744.0,0,0,0,0,0,1,28.0
flat,m3m capital,sector 113,2.51,14800.0,3.0,3.0,3.0,0.0,Under Construction,2.0,36.0,1694.99,1,0,0,0,0,0,35.0
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4.0,5.0,3.0,0.0,New Property,3.0,4.0,4554.0,0,1,0,0,0,2,28.0
flat,bestech altura,sector 79,1.85,8605.0,3.0,3.0,3.0,0.0,New Property,7.0,20.0,2149.98,0,1,0,0,0,0,53.0
flat,indiabulls centrum park,sector 103,2.45,8522.0,4.0,6.0,3.0,0.0,Moderately Old,5.0,18.0,2875.04,0,1,0,0,0,0,31.0
flat,orris aster court premier,sector 85,1.38,6509.0,3.0,4.0,2.0,0.0,Moderately Old,6.0,12.0,2119.95,0,1,0,0,0,0,46.0
